,week,lionel messi,cristiano ronaldo,manuel neuer,fernando torres,virgil van,luka modrić,antoine griezmann,neymar ,xavi ,andrés iniesta,erling haaland,kylian mbappé,karim benzema,sadio mané,kevin de,robert lewandowski,jorginho ,franck ribéry
0,2008-01-06,7.0,35.0,,3.0,,,,,,,,,,,,,,
1,2008-01-13,7.0,40.0,,3.0,,,,,,,,,,,,,,
2,2008-01-20,7.0,36.0,,3.0,,,,,,,,,,,,,,
3,2008-01-27,7.0,43.0,,3.0,,,,,,,,,,,,,,
4,2008-02-03,7.0,39.0,,3.0,,,,,,,,,,,,,,
5,2008-02-10,6.0,46.0,,2.0,,,,,,,,,,,,,,
6,2008-02-17,8.0,38.0,,3.0,,,,,,,,,,,,,,
7,2008-02-24,7.0,36.0,,3.0,,,,,,,,,,,,,,
8,2008-03-02,12.0,35.0,,5.0,,,,,,,,,,,,,,
9,2008-03-09,8.0,34.0,,8.0,,,,,,,,,,,,,,
10,2008-03-16,7.0,38.0,,6.0,,,,,,,,,,,,,,
11,2008-03-23,7.0,38.0,,4.0,,,,,,,,,,,,,,
12,2008-03-30,7.0,50.0,,5.0,,,,,,,,,,,,,,
13,2008-04-06,8.0,46.0,,7.0,,,,,,,,,,,,,,
14,2008-04-13,7.0,45.0,,6.0,,,,,,,,,,,,,,
15,2008-04-20,10.0,51.0,,5.0,,,,,,,,,,,,,,
16,2008-04-27,12.0,85.0,,6.0,,,,,,,,,,,,,,
17,2008-05-04,12.0,62.0,,5.0,,,,,,,,,,,,,,
18,2008-05-11,9.0,58.0,,5.0,,,,,,,,,,,,,,
19,2008-05-18,9.0,75.0,,4.0,,,,,,,,,,,,,,
20,2008-05-25,8.0,68.0,,5.0,,,,,,,,,,,,,,
21,2008-06-01,9.0,80.0,,6.0,,,,,,,,,,,,,,
22,2008-06-08,8.0,100.0,,11.0,,,,,,,,,,,,,,
23,2008-06-15,9.0,96.0,,9.0,,,,,,,,,,,,,,
24,2008-06-22,9.0,78.0,,16.0,,,,,,,,,,,,,,
25,2008-06-29,9.0,65.0,,50.0,,,,,,,,,,,,,,
26,2008-07-06,8.0,58.0,,13.0,,,,,,,,,,,,,,
27,2008-07-13,8.0,60.0,,9.0,,,,,,,,,,,,,,
28,2008-07-20,9.0,56.0,,7.0,,,,,,,,,,,,,,
29,2008-07-27,10.0,50.0,,6.0,,,,,,,,,,,,,,
30,2008-08-03,10.0,48.0,,6.0,,,,,,,,,,,,,,
31,2008-08-10,8.0,42.0,,6.0,,,,,,,,,,,,,,
32,2008-08-17,11.0,39.0,,6.0,,,,,,,,,,,,,,
33,2008-08-24,9.0,41.0,,5.0,,,,,,,,,,,,,,
34,2008-08-31,9.0,41.0,,8.0,,,,,,,,,,,,,,
35,2008-09-07,8.0,38.0,,5.0,,,,,,,,,,,,,,
36,2008-09-14,8.0,43.0,,5.0,,,,,,,,,,,,,,
37,2008-09-21,8.0,45.0,,5.0,,,,,,,,,,,,,,
38,2008-09-28,10.0,40.0,,5.0,,,,,,,,,,,,,,
39,2008-10-05,10.0,38.0,,6.0,,,,,,,,,,,,,,
40,2008-10-12,9.0,35.0,,6.0,,,,,,,,,,,,,,
41,2008-10-19,9.0,40.0,,6.0,,,,,,,,,,,,,,
42,2008-10-26,8.0,38.0,,5.0,,,,,,,,,,,,,,
43,2008-11-02,9.0,38.0,,6.0,,,,,,,,,,,,,,
44,2008-11-09,8.0,38.0,,5.0,,,,,,,,,,,,,,
45,2008-11-16,9.0,45.0,,5.0,,,,,,,,,,,,,,
46,2008-11-23,9.0,40.0,,4.0,,,,,,,,,,,,,,
47,2008-11-30,11.0,48.0,,5.0,,,,,,,,,,,,,,
48,2008-12-07,10.0,51.0,,4.0,,,,,,,,,,,,,,
49,2008-12-14,12.0,44.0,,4.0,,,,,,,,,,,,,,
50,2008-12-21,10.0,43.0,,5.0,,,,,,,,,,,,,,
51,2008-12-28,10.0,43.0,,5.0,,,,,,,,,,,,,,
52,2009-01-04,10.0,47.0,,,,,,,1.0,,,,,,,,,
53,2009-01-11,10.0,50.0,,,,,,,1.0,,,,,,,,,
54,2009-01-18,9.0,35.0,,,,,,,1.0,,,,,,,,,
55,2009-01-25,10.0,34.0,,,,,,,1.0,,,,,,,,,
56,2009-02-01,10.0,32.0,,,,,,,1.0,,,,,,,,,
57,2009-02-08,11.0,31.0,,,,,,,1.0,,,,,,,,,
58,2009-02-15,8.0,30.0,,,,,,,1.0,,,,,,,,,
59,2009-02-22,8.0,32.0,,,,,,,1.0,,,,,,,,,
60,2009-03-01,9.0,36.0,,,,,,,1.0,,,,,,,,,
61,2009-03-08,9.0,43.0,,,,,,,1.0,,,,,,,,,
62,2009-03-15,10.0,35.0,,,,,,,1.0,,,,,,,,,
63,2009-03-22,9.0,33.0,,,,,,,1.0,,,,,,,,,
64,2009-03-29,10.0,33.0,,,,,,,1.0,,,,,,,,,
65,2009-04-05,11.0,34.0,,,,,,,1.0,,,,,,,,,
66,2009-04-12,11.0,48.0,,,,,,,1.0,,,,,,,,,
67,2009-04-19,9.0,37.0,,,,,,,1.0,,,,,,,,,
68,2009-04-26,12.0,46.0,,,,,,,1.0,,,,,,,,,
69,2009-05-03,17.0,51.0,,,,,,,2.0,,,,,,,,,
70,2009-05-10,11.0,48.0,,,,,,,1.0,,,,,,,,,
71,2009-05-17,12.0,42.0,,,,,,,1.0,,,,,,,,,
72,2009-05-24,35.0,58.0,,,,,,,3.0,,,,,,,,,
73,2009-05-31,17.0,45.0,,,,,,,2.0,,,,,,,,,
74,2009-06-07,14.0,100.0,,,,,,,1.0,,,,,,,,,
75,2009-06-14,12.0,79.0,,,,,,,1.0,,,,,,,,,
76,2009-06-21,10.0,61.0,,,,,,,1.0,,,,,,,,,
77,2009-06-28,10.0,53.0,,,,,,,1.0,,,,,,,,,
78,2009-07-05,10.0,86.0,,,,,,,1.0,,,,,,,,,
79,2009-07-12,10.0,51.0,,,,,,,1.0,,,,,,,,,
80,2009-07-19,10.0,45.0,,,,,,,1.0,,,,,,,,,
81,2009-07-26,10.0,46.0,,,,,,,1.0,,,,,,,,,
82,2009-08-02,10.0,43.0,,,,,,,1.0,,,,,,,,,
83,2009-08-09,10.0,40.0,,,,,,,1.0,,,,,,,,,
84,2009-08-16,10.0,36.0,,,,,,,1.0,,,,,,,,,
85,2009-08-23,12.0,37.0,,,,,,,1.0,,,,,,,,,
86,2009-08-30,11.0,37.0,,,,,,,1.0,,,,,,,,,
87,2009-09-06,11.0,34.0,,,,,,,1.0,,,,,,,,,
88,2009-09-13,11.0,38.0,,,,,,,1.0,,,,,,,,,
89,2009-09-20,13.0,41.0,,,,,,,1.0,,,,,,,,,
90,2009-09-27,11.0,40.0,,,,,,,1.0,,,,,,,,,
91,2009-10-04,10.0,38.0,,,,,,,1.0,,,,,,,,,
92,2009-10-11,10.0,38.0,,,,,,,1.0,,,,,,,,,
93,2009-10-18,9.0,38.0,,,,,,,1.0,,,,,,,,,
94,2009-10-25,9.0,36.0,,,,,,,1.0,,,,,,,,,
95,2009-11-01,9.0,36.0,,,,,,,1.0,,,,,,,,,
96,2009-11-08,9.0,37.0,,,,,,,1.0,,,,,,,,,
97,2009-11-15,9.0,31.0,,,,,,,1.0,,,,,,,,,
98,2009-11-22,11.0,36.0,,,,,,,1.0,,,,,,,,,
99,2009-11-29,18.0,35.0,,,,,,,2.0,,,,,,,,,
100,2009-12-06,16.0,44.0,,,,,,,2.0,,,,,,,,,
101,2009-12-13,13.0,35.0,,,,,,,1.0,,,,,,,,,
102,2009-12-20,22.0,41.0,,,,,,,1.0,,,,,,,,,
103,2009-12-27,13.0,37.0,,,,,,,1.0,,,,,,,,,
104,2010-01-03,13.0,,,,,,,,1.0,1.0,,,,,,,,
105,2010-01-10,14.0,,,,,,,,2.0,1.0,,,,,,,,
106,2010-01-17,15.0,,,,,,,,2.0,1.0,,,,,,,,
107,2010-01-24,12.0,,,,,,,,2.0,1.0,,,,,,,,
108,2010-01-31,13.0,,,,,,,,1.0,1.0,,,,,,,,
109,2010-02-07,12.0,,,,,,,,1.0,1.0,,,,,,,,
110,2010-02-14,12.0,,,,,,,,2.0,1.0,,,,,,,,
111,2010-02-21,13.0,,,,,,,,2.0,1.0,,,,,,,,
112,2010-02-28,13.0,,,,,,,,2.0,1.0,,,,,,,,
113,2010-03-07,13.0,,,,,,,,1.0,1.0,,,,,,,,
114,2010-03-14,27.0,,,,,,,,2.0,2.0,,,,,,,,
115,2010-03-21,44.0,,,,,,,,1.0,1.0,,,,,,,,
116,2010-03-28,28.0,,,,,,,,2.0,1.0,,,,,,,,
117,2010-04-04,100.0,,,,,,,,3.0,2.0,,,,,,,,
118,2010-04-11,57.0,,,,,,,,3.0,2.0,,,,,,,,
119,2010-04-18,38.0,,,,,,,,2.0,2.0,,,,,,,,
120,2010-04-25,34.0,,,,,,,,2.0,2.0,,,,,,,,
121,2010-05-02,33.0,,,,,,,,3.0,1.0,,,,,,,,
122,2010-05-09,32.0,,,,,,,,2.0,1.0,,,,,,,,
123,2010-05-16,37.0,,,,,,,,2.0,2.0,,,,,,,,
124,2010-05-23,32.0,,,,,,,,2.0,1.0,,,,,,,,
125,2010-05-30,30.0,,,,,,,,2.0,1.0,,,,,,,,
126,2010-06-06,54.0,,,,,,,,3.0,3.0,,,,,,,,
127,2010-06-13,64.0,,,,,,,,3.0,3.0,,,,,,,,
128,2010-06-20,67.0,,,,,,,,3.0,3.0,,,,,,,,
129,2010-06-27,82.0,,,,,,,,4.0,3.0,,,,,,,,
130,2010-07-04,58.0,,,,,,,,8.0,6.0,,,,,,,,
131,2010-07-11,46.0,,,,,,,,13.0,49.0,,,,,,,,
132,2010-07-18,31.0,,,,,,,,3.0,6.0,,,,,,,,
133,2010-07-25,26.0,,,,,,,,2.0,4.0,,,,,,,,
134,2010-08-01,26.0,,,,,,,,2.0,3.0,,,,,,,,
135,2010-08-08,24.0,,,,,,,,2.0,2.0,,,,,,,,
136,2010-08-15,22.0,,,,,,,,2.0,2.0,,,,,,,,
137,2010-08-22,26.0,,,,,,,,2.0,2.0,,,,,,,,
138,2010-08-29,25.0,,,,,,,,2.0,3.0,,,,,,,,
139,2010-09-05,23.0,,,,,,,,2.0,2.0,,,,,,,,
140,2010-09-12,28.0,,,,,,,,2.0,2.0,,,,,,,,
141,2010-09-19,48.0,,,,,,,,2.0,4.0,,,,,,,,
142,2010-09-26,26.0,,,,,,,,2.0,2.0,,,,,,,,
143,2010-10-03,25.0,,,,,,,,2.0,2.0,,,,,,,,
144,2010-10-10,24.0,,,,,,,,2.0,2.0,,,,,,,,
145,2010-10-17,25.0,,,,,,,,2.0,2.0,,,,,,,,
146,2010-10-24,23.0,,,,,,,,2.0,2.0,,,,,,,,
147,2010-10-31,25.0,,,,,,,,3.0,2.0,,,,,,,,
148,2010-11-07,23.0,,,,,,,,2.0,1.0,,,,,,,,
149,2010-11-14,37.0,,,,,,,,2.0,2.0,,,,,,,,
150,2010-11-21,31.0,,,,,,,,2.0,2.0,,,,,,,,
151,2010-11-28,39.0,,,,,,,,6.0,3.0,,,,,,,,
152,2010-12-05,31.0,,,,,,,,4.0,4.0,,,,,,,,
153,2010-12-12,31.0,,,,,,,,4.0,4.0,,,,,,,,
154,2010-12-19,30.0,,,,,,,,4.0,4.0,,,,,,,,
155,2010-12-26,29.0,,,,,,,,3.0,4.0,,,,,,,,
156,2011-01-02,27.0,50.0,,,,,,,5.0,,,,,,,,,
157,2011-01-09,54.0,58.0,,,,,,,6.0,,,,,,,,,
158,2011-01-16,31.0,52.0,,,,,,,3.0,,,,,,,,,
159,2011-01-23,29.0,54.0,,,,,,,3.0,,,,,,,,,
160,2011-01-30,28.0,54.0,,,,,,,2.0,,,,,,,,,
161,2011-02-06,38.0,59.0,,,,,,,3.0,,,,,,,,,
162,2011-02-13,34.0,100.0,,,,,,,3.0,,,,,,,,,
163,2011-02-20,29.0,58.0,,,,,,,3.0,,,,,,,,,
164,2011-02-27,30.0,51.0,,,,,,,2.0,,,,,,,,,
165,2011-03-06,46.0,47.0,,,,,,,3.0,,,,,,,,,
166,2011-03-13,35.0,50.0,,,,,,,3.0,,,,,,,,,
167,2011-03-20,31.0,48.0,,,,,,,3.0,,,,,,,,,
168,2011-03-27,35.0,47.0,,,,,,,3.0,,,,,,,,,
169,2011-04-03,40.0,51.0,,,,,,,3.0,,,,,,,,,
170,2011-04-10,46.0,58.0,,,,,,,3.0,,,,,,,,,
171,2011-04-17,48.0,79.0,,,,,,,3.0,,,,,,,,,
172,2011-04-24,91.0,70.0,,,,,,,4.0,,,,,,,,,
173,2011-05-01,53.0,62.0,,,,,,,3.0,,,,,,,,,
174,2011-05-08,47.0,68.0,,,,,,,3.0,,,,,,,,,
175,2011-05-15,41.0,67.0,,,,,,,2.0,,,,,,,,,
176,2011-05-22,57.0,69.0,,,,,,,4.0,,,,,,,,,
177,2011-05-29,73.0,55.0,,,,,,,6.0,,,,,,,,,
178,2011-06-05,40.0,66.0,,,,,,,3.0,,,,,,,,,
179,2011-06-12,40.0,57.0,,,,,,,3.0,,,,,,,,,
180,2011-06-19,41.0,51.0,,,,,,,2.0,,,,,,,,,
181,2011-06-26,41.0,47.0,,,,,,,2.0,,,,,,,,,
182,2011-07-03,42.0,46.0,,,,,,,2.0,,,,,,,,,
183,2011-07-10,41.0,46.0,,,,,,,2.0,,,,,,,,,
184,2011-07-17,38.0,46.0,,,,,,,2.0,,,,,,,,,
185,2011-07-24,39.0,49.0,,,,,,,2.0,,,,,,,,,
186,2011-07-31,34.0,46.0,,,,,,,3.0,,,,,,,,,
187,2011-08-07,37.0,49.0,,,,,,,3.0,,,,,,,,,
188,2011-08-14,57.0,59.0,,,,,,,5.0,,,,,,,,,
189,2011-08-21,48.0,52.0,,,,,,,4.0,,,,,,,,,
190,2011-08-28,47.0,52.0,,,,,,,3.0,,,,,,,,,
191,2011-09-04,39.0,50.0,,,,,,,3.0,,,,,,,,,
192,2011-09-11,35.0,54.0,,,,,,,3.0,,,,,,,,,
193,2011-09-18,36.0,50.0,,,,,,,3.0,,,,,,,,,
194,2011-09-25,42.0,51.0,,,,,,,2.0,,,,,,,,,
195,2011-10-02,37.0,49.0,,,,,,,2.0,,,,,,,,,
196,2011-10-09,36.0,48.0,,,,,,,2.0,,,,,,,,,
197,2011-10-16,37.0,45.0,,,,,,,2.0,,,,,,,,,
198,2011-10-23,35.0,54.0,,,,,,,3.0,,,,,,,,,
199,2011-10-30,50.0,60.0,,,,,,,2.0,,,,,,,,,
200,2011-11-06,40.0,59.0,,,,,,,2.0,,,,,,,,,
201,2011-11-13,38.0,55.0,,,,,,,2.0,,,,,,,,,
202,2011-11-20,36.0,57.0,,,,,,,3.0,,,,,,,,,
203,2011-11-27,37.0,56.0,,,,,,,2.0,,,,,,,,,
204,2011-12-04,42.0,61.0,,,,,,,3.0,,,,,,,,,
205,2011-12-11,44.0,61.0,,,,,,,3.0,,,,,,,,,
206,2011-12-18,58.0,59.0,,,,,,,4.0,,,,,,,,,
207,2011-12-25,45.0,57.0,,,,,,,3.0,,,,,,,,,
208,2012-01-01,30.0,40.0,,,,,,,,1.0,,,,,,,,
209,2012-01-08,43.0,45.0,,,,,,,,1.0,,,,,,,,
210,2012-01-15,41.0,43.0,,,,,,,,2.0,,,,,,,,
211,2012-01-22,39.0,45.0,,,,,,,,2.0,,,,,,,,
212,2012-01-29,29.0,42.0,,,,,,,,1.0,,,,,,,,
213,2012-02-05,29.0,49.0,,,,,,,,1.0,,,,,,,,
214,2012-02-12,30.0,45.0,,,,,,,,1.0,,,,,,,,
215,2012-02-19,34.0,41.0,,,,,,,,1.0,,,,,,,,
216,2012-02-26,35.0,48.0,,,,,,,,2.0,,,,,,,,
217,2012-03-04,57.0,43.0,,,,,,,,2.0,,,,,,,,
218,2012-03-11,42.0,43.0,,,,,,,,2.0,,,,,,,,
219,2012-03-18,52.0,43.0,,,,,,,,1.0,,,,,,,,
220,2012-03-25,43.0,43.0,,,,,,,,2.0,,,,,,,,
221,2012-04-01,44.0,50.0,,,,,,,,2.0,,,,,,,,
222,2012-04-08,48.0,53.0,,,,,,,,2.0,,,,,,,,
223,2012-04-15,52.0,59.0,,,,,,,,3.0,,,,,,,,
224,2012-04-22,58.0,77.0,,,,,,,,3.0,,,,,,,,
225,2012-04-29,47.0,54.0,,,,,,,,1.0,,,,,,,,
226,2012-05-06,45.0,43.0,,,,,,,,1.0,,,,,,,,
227,2012-05-13,37.0,47.0,,,,,,,,1.0,,,,,,,,
228,2012-05-20,33.0,40.0,,,,,,,,2.0,,,,,,,,
229,2012-05-27,35.0,41.0,,,,,,,,1.0,,,,,,,,
230,2012-06-03,39.0,52.0,,,,,,,,2.0,,,,,,,,
231,2012-06-10,49.0,62.0,,,,,,,,5.0,,,,,,,,
232,2012-06-17,49.0,100.0,,,,,,,,5.0,,,,,,,,
233,2012-06-24,42.0,92.0,,,,,,,,11.0,,,,,,,,
234,2012-07-01,34.0,56.0,,,,,,,,15.0,,,,,,,,
235,2012-07-08,32.0,43.0,,,,,,,,15.0,,,,,,,,
236,2012-07-15,28.0,42.0,,,,,,,,3.0,,,,,,,,
237,2012-07-22,30.0,40.0,,,,,,,,2.0,,,,,,,,
238,2012-07-29,27.0,36.0,,,,,,,,2.0,,,,,,,,
239,2012-08-05,26.0,36.0,,,,,,,,2.0,,,,,,,,
240,2012-08-12,29.0,38.0,,,,,,,,2.0,,,,,,,,
241,2012-08-19,32.0,40.0,,,,,,,,3.0,,,,,,,,
242,2012-08-26,39.0,56.0,,,,,,,,9.0,,,,,,,,
243,2012-09-02,33.0,79.0,,,,,,,,4.0,,,,,,,,
244,2012-09-09,32.0,53.0,,,,,,,,2.0,,,,,,,,
245,2012-09-16,33.0,48.0,,,,,,,,2.0,,,,,,,,
246,2012-09-23,30.0,44.0,,,,,,,,2.0,,,,,,,,
247,2012-09-30,32.0,45.0,,,,,,,,2.0,,,,,,,,
248,2012-10-07,40.0,52.0,,,,,,,,2.0,,,,,,,,
249,2012-10-14,37.0,43.0,,,,,,,,2.0,,,,,,,,
250,2012-10-21,39.0,45.0,,,,,,,,2.0,,,,,,,,
251,2012-10-28,45.0,46.0,,,,,,,,2.0,,,,,,,,
252,2012-11-04,39.0,41.0,,,,,,,,1.0,,,,,,,,
253,2012-11-11,43.0,54.0,,,,,,,,1.0,,,,,,,,
254,2012-11-18,38.0,50.0,,,,,,,,2.0,,,,,,,,
255,2012-11-25,37.0,42.0,,,,,,,,3.0,,,,,,,,
256,2012-12-02,61.0,46.0,,,,,,,,2.0,,,,,,,,
257,2012-12-09,62.0,43.0,,,,,,,,2.0,,,,,,,,
258,2012-12-16,49.0,51.0,,,,,,,,2.0,,,,,,,,
259,2012-12-23,46.0,50.0,,,,,,,,2.0,,,,,,,,
260,2012-12-30,38.0,45.0,,,,,,,,2.0,,,,,,,,
261,2013-01-06,97.0,84.0,,,,,,,,,,,,,,,,1.0
262,2013-01-13,51.0,56.0,,,,,,,,,,,,,,,,1.0
263,2013-01-20,44.0,53.0,,,,,,,,,,,,,,,,2.0
264,2013-01-27,56.0,59.0,,,,,,,,,,,,,,,,1.0
265,2013-02-03,50.0,72.0,,,,,,,,,,,,,,,,2.0
266,2013-02-10,47.0,75.0,,,,,,,,,,,,,,,,2.0
267,2013-02-17,50.0,57.0,,,,,,,,,,,,,,,,2.0
268,2013-02-24,49.0,74.0,,,,,,,,,,,,,,,,2.0
269,2013-03-03,47.0,81.0,,,,,,,,,,,,,,,,2.0
270,2013-03-10,65.0,62.0,,,,,,,,,,,,,,,,2.0
271,2013-03-17,57.0,66.0,,,,,,,,,,,,,,,,2.0
272,2013-03-24,50.0,62.0,,,,,,,,,,,,,,,,4.0
273,2013-03-31,64.0,65.0,,,,,,,,,,,,,,,,4.0
274,2013-04-07,67.0,73.0,,,,,,,,,,,,,,,,3.0
275,2013-04-14,53.0,67.0,,,,,,,,,,,,,,,,2.0
276,2013-04-21,60.0,74.0,,,,,,,,,,,,,,,,7.0
277,2013-04-28,58.0,80.0,,,,,,,,,,,,,,,,8.0
278,2013-05-05,47.0,70.0,,,,,,,,,,,,,,,,3.0
279,2013-05-12,43.0,65.0,,,,,,,,,,,,,,,,8.0
280,2013-05-19,44.0,61.0,,,,,,,,,,,,,,,,11.0
281,2013-05-26,46.0,59.0,,,,,,,,,,,,,,,,7.0
282,2013-06-02,44.0,70.0,,,,,,,,,,,,,,,,4.0
283,2013-06-09,53.0,72.0,,,,,,,,,,,,,,,,2.0
284,2013-06-16,46.0,69.0,,,,,,,,,,,,,,,,4.0
285,2013-06-23,50.0,65.0,,,,,,,,,,,,,,,,2.0
286,2013-06-30,62.0,67.0,,,,,,,,,,,,,,,,2.0
287,2013-07-07,44.0,58.0,,,,,,,,,,,,,,,,2.0
288,2013-07-14,42.0,61.0,,,,,,,,,,,,,,,,2.0
289,2013-07-21,40.0,60.0,,,,,,,,,,,,,,,,3.0
290,2013-07-28,64.0,65.0,,,,,,,,,,,,,,,,2.0
291,2013-08-04,44.0,74.0,,,,,,,,,,,,,,,,3.0
292,2013-08-11,38.0,65.0,,,,,,,,,,,,,,,,2.0
293,2013-08-18,40.0,60.0,,,,,,,,,,,,,,,,2.0
294,2013-08-25,40.0,57.0,,,,,,,,,,,,,,,,15.0
295,2013-09-01,41.0,61.0,,,,,,,,,,,,,,,,5.0
296,2013-09-08,43.0,58.0,,,,,,,,,,,,,,,,4.0
297,2013-09-15,45.0,71.0,,,,,,,,,,,,,,,,3.0
298,2013-09-22,46.0,59.0,,,,,,,,,,,,,,,,2.0
299,2013-09-29,45.0,54.0,,,,,,,,,,,,,,,,3.0
300,2013-10-06,39.0,57.0,,,,,,,,,,,,,,,,3.0
301,2013-10-13,38.0,50.0,,,,,,,,,,,,,,,,4.0
302,2013-10-20,42.0,72.0,,,,,,,,,,,,,,,,4.0
303,2013-10-27,42.0,78.0,,,,,,,,,,,,,,,,3.0
304,2013-11-03,45.0,71.0,,,,,,,,,,,,,,,,3.0
305,2013-11-10,51.0,76.0,,,,,,,,,,,,,,,,5.0
306,2013-11-17,51.0,100.0,,,,,,,,,,,,,,,,8.0
307,2013-11-24,42.0,75.0,,,,,,,,,,,,,,,,4.0
308,2013-12-01,42.0,65.0,,,,,,,,,,,,,,,,4.0
309,2013-12-08,48.0,69.0,,,,,,,,,,,,,,,,5.0
310,2013-12-15,43.0,67.0,,,,,,,,,,,,,,,,5.0
311,2013-12-22,49.0,72.0,,,,,,,,,,,,,,,,5.0
312,2013-12-29,46.0,65.0,,,,,,,,,,,,,,,,4.0
313,2014-01-05,21.0,26.0,2.0,,,,,,,,,,,,,,,
314,2014-01-12,31.0,63.0,3.0,,,,,,,,,,,,,,,
315,2014-01-19,17.0,30.0,2.0,,,,,,,,,,,,,,,
316,2014-01-26,16.0,26.0,2.0,,,,,,,,,,,,,,,
317,2014-02-02,15.0,32.0,2.0,,,,,,,,,,,,,,,
318,2014-02-09,15.0,26.0,2.0,,,,,,,,,,,,,,,
319,2014-02-16,18.0,23.0,2.0,,,,,,,,,,,,,,,
320,2014-02-23,14.0,27.0,2.0,,,,,,,,,,,,,,,
321,2014-03-02,18.0,25.0,2.0,,,,,,,,,,,,,,,
322,2014-03-09,17.0,25.0,2.0,,,,,,,,,,,,,,,
323,2014-03-16,19.0,29.0,2.0,,,,,,,,,,,,,,,
324,2014-03-23,25.0,30.0,2.0,,,,,,,,,,,,,,,
325,2014-03-30,19.0,30.0,2.0,,,,,,,,,,,,,,,
326,2014-04-06,19.0,32.0,2.0,,,,,,,,,,,,,,,
327,2014-04-13,21.0,34.0,2.0,,,,,,,,,,,,,,,
328,2014-04-20,18.0,34.0,2.0,,,,,,,,,,,,,,,
329,2014-04-27,19.0,45.0,3.0,,,,,,,,,,,,,,,
330,2014-05-04,18.0,37.0,2.0,,,,,,,,,,,,,,,
331,2014-05-11,18.0,31.0,2.0,,,,,,,,,,,,,,,
332,2014-05-18,19.0,47.0,2.0,,,,,,,,,,,,,,,
333,2014-05-25,21.0,52.0,2.0,,,,,,,,,,,,,,,
334,2014-06-01,22.0,41.0,2.0,,,,,,,,,,,,,,,
335,2014-06-08,32.0,56.0,2.0,,,,,,,,,,,,,,,
336,2014-06-15,62.0,78.0,5.0,,,,,,,,,,,,,,,
337,2014-06-22,60.0,79.0,4.0,,,,,,,,,,,,,,,
338,2014-06-29,55.0,45.0,14.0,,,,,,,,,,,,,,,
339,2014-07-06,70.0,46.0,18.0,,,,,,,,,,,,,,,
340,2014-07-13,100.0,40.0,25.0,,,,,,,,,,,,,,,
341,2014-07-20,31.0,35.0,5.0,,,,,,,,,,,,,,,
342,2014-07-27,27.0,31.0,4.0,,,,,,,,,,,,,,,
343,2014-08-03,23.0,30.0,3.0,,,,,,,,,,,,,,,
344,2014-08-10,20.0,32.0,3.0,,,,,,,,,,,,,,,
345,2014-08-17,20.0,32.0,3.0,,,,,,,,,,,,,,,
346,2014-08-24,20.0,32.0,3.0,,,,,,,,,,,,,,,
347,2014-08-31,18.0,27.0,3.0,,,,,,,,,,,,,,,
348,2014-09-07,17.0,28.0,3.0,,,,,,,,,,,,,,,
349,2014-09-14,17.0,31.0,3.0,,,,,,,,,,,,,,,
350,2014-09-21,20.0,31.0,3.0,,,,,,,,,,,,,,,
351,2014-09-28,21.0,29.0,3.0,,,,,,,,,,,,,,,
352,2014-10-05,21.0,33.0,3.0,,,,,,,,,,,,,,,
353,2014-10-12,20.0,29.0,3.0,,,,,,,,,,,,,,,
